日期,主队,客队,主队进球,客队进球,比分,参考盘口,实际盘口,预测结果,先进球方,sb_λ_主队初,sb_λ_主队终,sb_λ_客队初,sb_λ_客队终,xl_λ_主队初,xl_λ_主队终,xl_λ_客队初,xl_λ_客队终,odds_fingerprint
2026-6-10,澤馬拉,uts拉巴特,0,1,0:01,0.0,0.0,1:00,客队,1.1600307663486824,1.064045480903268,0.957049305486794,0.9422868882335704,1.0974797652963948,1.048270243674675,0.9336858810866184,0.946650160065948,32d1b2ade18c4ab2a68d35cddb05103b
2026-6-10,馬拉肯查,拉查體育會,2,0,2:00,0.25,0.5,0:01,主队,0.7594428050215758,0.6543012424202,1.334230958939637,1.2683876366515987,0.7312868906206754,0.6285430575198995,1.2315083689826072,1.2636304809151226,ab0a1ddc88d899d98fd4620276b53526
2026-6-10,多哥,貝南,5,1,5:01,0.0,0.0,1:00,客队,1.177414888982284,1.0714821369025542,1.0555952932038533,0.989364112231922,1.1545979726315547,1.0683605248127817,1.021628561373226,1.0115600332984354,85d0d7bd8d6338294f1ca1d653bb751e
2026-6-10,利比利亞,塞拉里昂,3,1,3:01,0.0,-0.25,1:00,主队,1.160907250747709,1.1139520382433843,1.0497506545844393,0.9158671106737114,1.1651374374278718,1.115108949173948,1.0250563216087278,0.9246998431786452,c6a5d66f7ac77943e5e0a2a5fe3453f4
2026-6-10,艾美利亞,卡斯特利翁,3,2,3:02,0.0,-0.25,1:01,主队,1.563970110423478,1.5203152268738849,1.2406215852676172,1.3632730170759528,1.460659443983544,1.5185349056812232,1.24448804577279,1.368177247886625,fb4c77b449e74529b35173427ff7c185
2026-6-10,馬格里布菲斯,拉巴特皇家武裝,0,0,0:00,0.25,0.25,0:01,无进球,0.9034832624716526,0.8897545735113659,1.2504681847330197,1.154641619677783,0.8851660246536227,0.8744927930047187,1.1649083768546429,1.1362386128169435,053d65ad20fad0411437f4148bb036c0
2026-6-10,危地馬拉女足,薩爾瓦多女足,1,5,1:05,0.25,0.5,1:01,客队,1.2747384808926634,1.1171509090168927,1.6462833128370058,1.810700465600379,1.09729905978124,1.0446387713567498,1.7706802196876985,1.856283628869413,31e0ed2e943f24cf7848614acc69c424
2026-6-10,紐迪高,科泰尼沙,0,1,0:01,0.0,-0.25,1:00,客队,1.3190622355717765,1.1598056984466256,1.0738615383845336,0.99633878565413,1.2808016937496396,1.1451021944061233,1.0202593495532442,0.9275107105741888,bb8a164cff443283a9d22ddb4244cdad
2026-6-10,渥太華體育會,魁北克蘇普拉,5,3,5:03,-0.25,-0.5,1:01,,1.4306026483872738,1.6904353157602283,1.0581395707372685,1.2703069388025126,1.7282208360304951,1.717627895149393,1.1393920470749226,1.1840900054535155,e9a437c27cb71470fffc44629afc901c
2026-6-10,伊基克,雷科萊塔體育,1,1,1:01,-0.25,-0.5,1:01,主队,1.7367250943264874,1.5582951724565053,0.9894257630205836,1.062641000489566,1.6141050495654323,1.643941709246795,0.985150895295188,1.001724718003528,950ce570eea7e259f51b574d9f610854
2026-6-10,流浪者,聖塔庫魯體育,0,1,0:01,-0.25,-0.25,1:01,客队,1.4619105377704118,1.412442347753332,1.1805093645803597,1.1294197612480914,1.3590626385240734,1.3827583336067553,1.091451406300318,1.1661517731049709,550a0f7331ac4fc2bc91b1a29b14ff80
2026-6-10,德島漩渦,磐城fc,2,0,2:00,0.0,0.0,1:01,主队,1.382348316987226,1.2140309207133522,1.249431343874466,1.1595468710033263,1.213293268033442,1.1725276674283285,1.152526620095944,1.129319818871192,cffe2acf1afb34f4b70fff59aa058921
2026-6-10,福島聯,fc琉球,1,1,1:01,0.0,0.0,1:01,客队,1.547437296509074,1.2999751865289488,1.305880850188099,1.2999751865289488,1.3761922371847617,1.2933930426167557,1.3017591914980635,1.2673067344180673,737c8d4880dc00540b74b9f5c8332df2
2026-6-10,金澤聯隊,草津溫泉,4,1,4:01,-0.25,-0.25,1:01,客队,1.5323553583941334,1.5245825559994368,1.2042851338486982,1.120028925534398,1.464912773303105,1.499344265653269,1.0570074187253355,1.0991005090304673,f8678c19598b74d7fd90911bae1fc3d5
2026-6-10,櫪木sc,北九州向日葵,1,1,1:01,-0.5,-0.75,1:00,客队,1.4476682503785196,1.6739792670772995,1.1172995537557688,0.853253584668396,1.5080709522448634,1.6159701243537683,0.943252327618484,0.8169940992716409,a60b3cedc5f0e64b2eaa45dc57cc65dc
2026-6-10,馬可尼,臥龍崗狼隊,1,0,1:00,-0.5,-1.0,2:00,主队,1.977986630057924,2.0076454307825786,0.9112077106767984,0.8720528209120274,1.954550388856782,1.9371820895731764,0.8723710284209261,0.8288941942001696,8e15d8a4aaef872f206eefbf3d58e76d
2026-6-10,黑鎮市足球俱樂部,洛克達爾,0,1,0:01,0.0,0.0,1:01,客队,1.390554634462967,1.5751856876613926,1.8721946245949896,1.5924250367034187,1.3717479693503103,1.4904011516008908,1.8496349787833204,1.6166545660659903,6545c7c9c2f1f6bd20712d9058016c2b
2026-6-10,黃金海岸聯,溫納姆狼隊,1,2,1:02,0.25,0.5,1:02,客队,1.48174036596891,1.5618582118701951,2.02778301808782,2.00390422297048,1.4111468022710298,1.5444544322858793,2.0029989365989582,1.8602421552400088,18ce6aa76b651b3aede5dcab88d872ea
2026-6-10,靜岡産大女足,世田谷女足,1,2,1:02,-0.75,-1.25,2:00,主队,2.250583196597858,2.241772875520587,0.9566528333432108,0.9221831722503284,2.159971832086233,2.2048657530473434,0.8997723487705434,0.9042960833024548,bbdb192adbce9dfa4c689de0713afc3a
2026-6-10,大分三神,山形山神,1,0,1:00,0.0,-0.25,1:00,主队,1.312836768021692,1.0577107507478725,1.2465002603422772,0.8934644694422618,1.2471258474034366,1.056848589504241,1.071578361646088,0.8718961318337224,984558b4aa15fb1a869a16817bec5d41
2026-6-10,西阿德萊德,阿德萊德聯青年隊,3,1,3:01,0.25,0.5,1:02,客队,1.5111251207856753,1.6009669101019883,2.104710711864093,2.089158138115907,1.4694806418145645,1.572469527086268,2.075411133430306,2.177623552353148,0d9d520af4afc39184c50f797cd2a760
2026-6-10,天安城,水原fc,2,2,2:02,0.25,0.25,1:01,主队,1.2352491667965553,1.1885959556385943,1.5780929113789486,1.493900230813325,1.1987552733634337,1.165233583333693,1.5293794402638003,1.4409388287043603,bc51625b4350c4af995c188a0e1c7141
2026-6-10,金浦市民,全南天龍,2,2,2:02,-0.25,-0.5,1:00,客队,1.4176038726812734,1.4877136797082589,0.9735443276215072,0.8658134361926197,1.4290928232649862,1.4538975830129472,0.9486156323416232,0.8828057883242415,a72188d72d8374ccc4f8b19ec09d10a2
2026-6-10,首爾衣戀,忠北清州,1,2,1:02,-0.5,-1.25,2:00,主队,1.7610773198289909,2.108104944218429,0.9708892850634556,0.9216366945766398,1.71120940068935,2.093464161405837,0.9478062235985478,0.8477781203371035,fc107beac3cb06f6ec0f491d92a70f7e
2026-6-10,克里斯提斯塔,隆德,1,1,1:01,0.0,0.25,1:01,主队,1.3123829088898071,1.4590655193164828,1.542995879796035,1.559637876331094,1.3119851794381872,1.3436024099149446,1.4938803380523284,1.4747053451808352,5b4240d0c3d2d3b48d77dbcf0325b78c
2026-6-10,阿里安娜,艾斯基斯邁,2,1,2:01,-0.25,-0.75,1:01,主队,2.0188005128232573,1.9610951095497249,1.254529525588706,1.4919390145937443,1.8802818629898803,1.809087212281041,1.159210018971143,1.3582268221431135,f8770256f0a8120f5a5d6636047e80f2
2026-6-10,阿富汗,巴基斯坦,0,2,0:02,-0.25,-0.25,1:00,客队,1.2782510170614405,1.1131877720828371,1.028828978722053,0.7082040149541436,1.2105220618245085,1.165501364731171,0.9665309380071044,0.6874073738704992,e9532462b9e1254144d8c45edfbd5964
2026-6-10,皮特奧,安高平,0,2,0:02,0.25,0.25,1:01,客队,1.390554832858105,1.5871239146400349,1.8988271636559344,1.870209470963885,1.3523676492204504,1.6617595607157505,1.831737344056992,1.853362107350207,2f9d5e91b167445722c5d34e9b344f51
2026-6-10,普羅格雷索俱樂部,阿爾比恩,1,2,1:02,0.0,0.25,1:01,客队,1.0243489380546642,1.0288153588138342,1.2811715715507148,1.272838063302313,0.9807979948020364,1.0052832342956806,1.2525589054952126,1.1929045879762543,588310ed44a0136ea0a6d815ee75faf9
2026-6-10,索倫蒂納,烏米亞,1,1,1:01,-0.25,-0.25,1:01,客队,1.4711748770510007,1.6067411525858708,1.4904686828451637,1.3528799102000542,1.4446386100289397,1.6555741257530714,1.4539356655149474,1.476475877855015,fd626e97d3c65680b9ce569a073a97d8
2026-6-11,悉尼奧林匹克,sd公鹿fc,1,1,1:01,0.25,0.25,1:01,主队,1.3009276270285937,1.315182869191779,1.6217483774843102,1.6221186999246322,1.3303072464712962,1.3217672884067788,1.4864734719742654,1.568024939722061,304e7bb7afe2856cd181458faab8da72
2026-6-11,貝爾康納聯,堪培拉白頭鷹,1,2,1:02,-0.75,-1.5,2:01,客队,2.48290309376283,2.785139449116195,1.2473127707570373,1.3097284251582912,2.461989421301134,2.6867432290954434,1.2064368635233202,1.3122993130896905,6963a4554247ab8fc7d3abd2220180b0
2026-6-11,坎培拉fc,昆比亚城市,4,2,4:02,-0.5,-1.25,2:01,主队,2.403480384902026,2.34927214695578,1.3154031973979918,1.3593363306559103,2.373457191717373,2.367164428234634,1.2783199810691208,1.3529716448127471,4a111130982b356dfab706a83a741195
2026-6-11,坎培拉奧林匹克,堪培拉祖雲達斯,2,3,2:03,0.0,0.0,2:02,客队,2.148423917196675,2.1522505501512006,1.9410891778462656,2.2762861968556622,2.1158408275666654,2.1282885080957894,1.9637064166342428,2.178767852592936,590dec5f5cfe2c67dd4e59d811c0d5c3
2026-6-11,奧康諾騎士,古瑪老虎,0,1,0:01,1.0,2.0,1:03,客队,0.941814909175642,1.0267987959426526,3.0060521068094865,3.021495613751524,0.9506541604604464,0.986020750563632,2.9994216351837784,3.019961458517079,d826d3ccd77574c6b61db1be20a7282e
2026-6-11,塔格拉諾聯,莫納洛黑豹,1,6,1:06,0.5,1.25,1:02,客队,1.2841123222047732,1.4032953107895787,2.5524337175746634,2.5493147850137152,1.2245875582643402,1.3267434567643972,2.5031703154921665,2.498005951320712,b333296e2ec5a70d25247a35ec64163f
2026-6-11,坎伯蘭聯,阿德萊德眼鏡蛇,3,2,3:02,-0.25,-0.25,1:01,主队,1.9054783447407213,1.8420005268258108,1.4070664635302048,1.4820126483470948,1.763730616064796,1.803078963762736,1.5137206314858775,1.5465707835640827,625ec944b15998753e843d200ff3c743
2026-6-11,剛果民主共和國u23,沙地阿拉伯u21,2,0,2:00,-0.25,-0.25,1:01,主队,1.3950401170442386,1.6347558310623007,1.308451545722059,1.3019216385781198,1.5660013364887737,1.6014721033122714,1.1212534568376744,1.2394022340795083,cdb8f37824bf14b7beb5b45537bfa0ff
2026-6-11,舒爾坦古扎爾,fk加紮爾肯特,0,2,0:02,-0.25,-0.25,1:01,客队,1.6070445904586874,1.6072971208879565,1.205399548656607,1.2479155906601869,1.658861481135662,1.541942377858638,1.1749870483994624,1.1793433926078214,5d685d5616e31d4f4d04581af279a6be
2026-6-11,開普敦城,瑪蓋斯,1,1,1:01,-0.25,-0.5,1:00,主队,1.238794094462074,1.281081697475024,0.9504080827946848,0.739551621408993,1.2324356708569733,1.259425332730567,0.8549593097684387,0.7008640376267411,c60c2bbf18f12aec3bad1b048d191381
2026-6-11,特利堡,奧斯達,1,2,1:02,0.25,0.75,1:02,客队,1.2863097126287162,1.426756920569855,2.2839909477131903,2.1156167775703145,1.2522598639289662,1.3163890263470548,2.272278997851379,2.2602980239225867,5d5718b89d6d0dc5205130019c204fb0
2026-6-11,古比斯,vps華沙,0,0,0:00,-0.25,-0.75,1:01,无进球,1.6518924019014116,1.729755443950286,1.0222416169934336,1.0419510140896795,1.6313767028274118,1.6698704493469814,0.9928325516985456,0.9514951117870828,ac33de21fc86e72aa86e557302f8e7f7
2026-6-11,伊爾韋斯,拉迪,5,2,5:02,0.0,0.0,1:01,主队,1.5144636867084722,1.4055852609357418,1.2753519494481074,1.3084136363645866,1.4897942817109209,1.3909774343927293,1.2617534037852702,1.301045773423675,1a779c816ea0c3a87475e1b749a8ee0f
2026-6-11,塞伊奈約基,英特杜古,1,2,1:02,0.25,0.5,1:01,客队,1.0745940066890634,1.1271467670134578,1.7243048738696405,1.600785123405213,1.0736790391409163,1.1099359741447925,1.7281413178071083,1.571448344430282,3ed84546c68fcda816015dcdce537371
2026-6-11,法魯bs,加費萊,0,0,0:00,0.25,0.5,1:01,无进球,1.1986599600317085,1.3433605918967533,1.852132563272101,1.7394680998828282,1.2038247791925505,1.3342663351279205,1.778140839342936,1.6442377551981018,e37a44bb542ed6c71a394bd65f9421b3
2026-6-11,巴基斯坦,阿富汗,2,0,2:00,0.0,0.0,0:00,主队,1.0110169030904543,0.8714331479378792,1.0110169034385497,0.9759170736783566,0.9682132382881878,0.8668695286394524,1.0971177244359602,1.0220345770065873,aeb963e9d46e2a02a9039c042ffd13a0
2026-6-11,奧雷布洛,辛斯華爾,0,1,0:01,-0.25,-0.5,1:00,客队,1.6479164889158746,1.4861846626413262,1.018087498281513,0.9600525367010913,1.5754396725999154,1.478698027500038,1.0076882774010956,0.9630963842710591,8622a06d330457728cef612b75906b22
2026-6-11,華保斯fc,諾比,2,0,2:00,-0.5,-0.75,1:00,主队,1.8182812367601708,1.8787910881509624,0.999304400021302,0.9737057901375012,1.750979173339644,1.8265817949281944,0.990995975128568,0.9406880299200524,4e703a6f2bc081e1c1b157766fd1aa58
2026-6-11,利德雪平,史柯瓦德,2,3,2:03,0.5,1.25,1:02,主队,0.9718712915609604,1.00377558488051,2.200813711601583,2.2288923197577715,0.9289869061863184,0.9819984757481504,2.123491784991129,2.157302266675567,2ebe540d7ae14cc7fa7d339534fddc68
2026-6-11,哥倫比亞u19,突尼西亞u23,0,0,0:00,0.5,0.75,1:01,无进球,1.1527481475446872,1.1581607609214042,1.815923553721554,1.9991248291353525,1.1186502882914255,1.146353227776442,1.7836905066868676,1.9050718199119776,d1b163d8ddf44e8df3dccc20100dea63
2026-6-11,馬拉加,拉斯彭馬斯,1,1,1:01,-0.25,-0.5,1:01,客队,1.5038507497650209,1.4762038797734425,1.1409091499198352,1.0360020248138042,1.3829433645177585,1.463000504427651,1.143250292692836,0.9855464645788204,4b8385440734e339262f4e11fa9c60de
2026-6-11,阿費查爾丁,史達蘭,3,1,3:01,0.0,0.25,1:01,客队,1.5547362843371837,1.715766159465821,2.04548803499418,1.947735532986912,1.501874732256717,1.6419074760177876,2.058240916926189,1.882848959332266,0973349eb7093824eb144d6f5dbd29b3
2026-6-11,葡萄牙,尼日利亞,2,1,2:01,-0.75,-1.25,2:00,主队,2.38760098582566,2.180246016628748,0.7435646125926102,0.866989823264778,2.369411374210629,2.177271577504602,0.7504521268649368,0.7809091440293888,7b5c962523a66696a7f7a17b20eca72f
2026-6-11,瓜拉塞奧,坎巴亞金融,1,0,1:00,-0.25,-0.25,1:00,主队,1.2431979101620043,1.2176941197664246,1.0616176323035171,0.919452764041886,1.223394769728785,1.2154616846661916,0.8982598980174561,0.9036152167707602,df1d06608cef6481aeb643e164214024
2026-6-11,cd獨立青年,庫恩卡青年,4,0,4:00,-0.25,-0.5,1:01,主队,1.4333120082625548,1.5984927370623163,0.8910098141350735,1.0810571301139849,1.3942655369267771,1.487314771542905,0.8543407429300951,0.9730042320808348,9545db36741cc143681124073bdf1db0
2026-6-11,英格蘭,哥斯達黎加,3,0,3:00,-1.25,-2.25,2:00,主队,2.6146425908466995,2.695504833080186,0.4410239608930238,0.3235678188420807,2.593793142378381,2.671254165794981,0.4596788083979679,0.3529214559366569,7f2dbffbde5fef1d2956512c3590cbcb
2026-6-11,施亞拉,艾華爾,2,1,2:01,-0.25,-0.5,1:00,主队,1.7640827275956117,1.4508117670721916,0.8553887835249249,0.9026974667983898,1.7212307590178666,1.3737087494386664,0.8059161497935762,0.8659888409298857,b14d65f60f4b60a9090d0d9f6f88e31b
2026-6-11,施亞拉,艾華爾,0,4,0:04,-0.25,-0.25,1:00,客队,1.211855461663904,1.191520985572973,0.9317468363351502,0.9094838886571632,1.1886551028621362,1.1940923730595805,0.9115157395004212,0.9018580054003978,bd0eef09fc13ea20d5c0ef894fa730dd
2026-6-11,西切斯特,韋恩堡fc,1,1,1:01,0.0,-0.25,1:01,主队,1.289322179159702,1.5698652993545927,1.6190634096860594,1.472751080553616,1.512292881982222,1.4602380117111835,1.3867570252152948,1.4347579800875143,82b6f207d92e2d21671408562a3605d2
2026-6-11,諾克斯維爾部隊,查塔努加紅狼,1,1,1:01,-0.25,-0.25,1:01,主队,1.9517845302738703,1.3621954317856568,0.8006966236994054,1.071974786362213,1.5686663822766798,1.4902152060056355,0.944536975552435,1.064265964045065,df1f1e7e002b906dab61527f1c1a07b0
2026-6-11,弗爾戈fc,hfx流浪者,1,0,1:00,-0.75,-1.5,2:00,主队,1.9402649426095693,2.084234074367922,0.6642064912500821,0.5821297470532432,1.9363220210545573,2.007502302470341,0.6109795338118559,0.5669396374478523,b37b7310dd520964b9a667370bd6a563
2026-6-11,格林維勒凱旋,勞頓聯,3,1,3:01,0.0,0.0,1:01,主队,1.7171688913339491,1.4086918642832458,1.569030172822777,1.6109218115460393,1.451489486554399,1.405542783778303,1.5376340652624336,1.5467076916435192,b168da736d5deac1df6a6f9aea08aa92
2026-6-11,約克聨fc,騎兵隊,1,5,1:05,0.25,0.5,1:01,客队,1.0720680046391855,1.0001566682807794,1.499047724358338,1.5217639913546166,1.015175560343439,1.0420902432352055,1.5431678461691298,1.5648393224949253,195df25be1a767b78975eca985be9702
2026-6-11,利斯菲體育會,競技會mg,1,1,1:01,-0.25,-0.5,1:00,主队,1.663017010226389,1.3664414061272907,0.9078440259653288,0.8510077015473089,1.5974027836839493,1.3802533003805817,0.8644066782334008,0.829540667054966,19088243f6fc4cbf7271d4806b192418
2026-6-11,國家報隊,cd瓦爾加斯托雷斯,0,0,0:00,0.0,0.0,1:01,无进球,1.2749054837396785,1.0594968327723493,1.1411788821302786,1.2403434924469097,1.0604720139237325,0.992432126742102,1.177547105887709,1.0969358402344354,cfe4b3086296554ba07229b19521adfe
2026-6-11,玻利維亞,阿爾及利亞,0,4,0:04,0.75,1.25,0:02,客队,0.6402539055505626,0.8129504061495882,2.237865988282241,2.075427423659848,0.0,0.0,0.0,0.0,6730f37d14038dbac4d4ce694d6d1b4c
2026-6-11,小保加,堤格雷,5,3,5:03,-0.25,-0.5,1:00,主队,1.6685735117806642,1.293402603291472,0.9262722723218062,0.8671457528016895,1.6101174504744924,1.2892754967792972,0.9647152116511304,0.8354873884141599,1057f37b5f93c4840bbc2f8f3ff9efd7
2026-6-11,奧地利,南韓,1,0,1:00,-0.5,-0.75,1:00,主队,1.972196248116088,1.836239821209556,0.9133622608500132,0.9668618731301292,1.922108929773643,1.7697557906396018,0.8527896031750153,0.9462908080193037,91e770954502c372db975d3b9030148f
2026-6-11,南韓,加納,1,0,1:00,-0.5,-0.75,1:00,主队,1.815455524996643,1.8042939981071373,0.9894020632321812,0.9961685504952082,1.5276506721199614,1.7703804830909622,1.004306645876878,0.9571320108307652,ff736cc128c6fd690767127ba0235dc2
2026-6-11,南韓,玻利維亞,2,0,2:00,-0.75,-1.5,2:00,主队,2.0070290743783046,2.373306075503758,0.7798849441918951,0.675904127292814,1.905337828663688,2.3526071085329963,0.76879934150381,0.6383631805994602,e48e2a61886c076c575a01605b613de0
2026-6-11,南韓,巴拉圭,2,0,2:00,0.0,0.0,2:00,主队,1.348993429720846,1.366555722564308,1.135347741084834,1.29879049306159,1.325727797389443,1.3459074795184287,1.120521580735357,1.245030185301825,01903115613df086bd224f4ba8183b8a
2026-6-11,南韓,巴西,0,5,0:05,0.5,1.25,0:02,客队,0.8969148800944037,0.9654597093670846,1.95199549118255,2.1548982630998554,0.8633371670465737,0.9547797215848112,1.865242612584587,2.1262851102890585,3b85ff73ab187b6b1753345358a074af
2026-6-11,危地馬拉,捷克,1,3,1:03,1.0,2.0,0:02,客队,0.6938647264255814,0.5660276146397423,2.257675768499408,2.684866129408797,0.6790306832128921,0.5489888649496037,2.207185633593213,2.631045322199486,dca4190233d46449c639814de137c0c7
2026-6-11,捷克,科索沃,2,1,2:01,-0.25,-0.5,1:00,主队,1.6774758860731231,1.4516841684791453,0.9358526369675352,0.9424487256123064,1.6422217671811932,1.453104537394076,0.8676944797214231,0.9460051319255718,33389f7ade16b3424ab29ae48231cb43
2026-6-11,捷克,丹麥,1,1,1:01,0.25,0.5,1:01,主队,1.0972216929268093,1.1017354468261864,1.3915963505283655,1.559098610406482,0.9327808024890936,1.040314597250576,1.412166657769031,1.546419979909756,2a441ddf54fea885a491a9b7a29c4b6e
2026-6-11,捷克,愛爾蘭,2,2,2:02,-0.25,-0.5,1:00,客队,1.4878241848092166,1.4403809328641652,0.9662139000934644,0.9710711899737572,1.4281348664679567,1.39094386494936,0.9473691241993418,0.9209637310633716,a4e90bf479b18bea577c517581ef32f6
2026-6-11,法羅群島,捷克,2,1,2:01,0.5,1.25,0:02,主队,0.6633332858929573,0.8611154346486484,2.17627834537223,2.057321824064262,0.6651425029042899,0.7978127902163599,2.0149064033571125,2.0070870030336283,6f1b6c12677ca5fc5730e81a1b2650ca
2026-6-11,澳洲,瑞士,1,1,1:01,0.5,0.75,0:01,客队,0.8143032237169722,0.6963073427991797,1.702461900599439,1.6342910900840624,0.7705834664384397,0.659143498159775,1.6902497140302926,1.6036771250769406,9536c6f83a7ec8c6afb853c2de292608
2026-6-11,瑞士,約旦,4,1,4:01,-1.0,-2.0,2:00,主队,2.3931325261296017,2.5468587621608667,0.6216671756414116,0.5018349448466943,2.403437854130259,2.524088608785623,0.5701439129358162,0.4937600512748376,4594cf260acafb72b2df30a1d298c89e
2026-6-11,挪威,瑞士,0,0,0:00,-0.25,0.0,1:01,无进球,1.749366925045556,1.8835333169770387,1.3577214145460543,1.3729574485262015,1.6487156030673316,1.786948549022649,1.2863243416855954,1.2923501506447108,e4d0734618e3a7126b78934e90738c67
2026-6-11,瑞士,德國,3,4,3:04,0.0,0.25,1:01,主队,1.3321321481471111,1.324570522450258,1.8522481394870856,1.5456883571425653,1.32234408235253,1.279022150146899,1.6247979097511025,1.521263515746294,0c9736edf3e7466be0ac8adb5322b3da
2026-6-11,科索沃,瑞士,1,1,1:01,0.25,0.5,0:01,客队,0.887626350781028,0.8591414895744228,1.791618040264339,1.5137908464816867,0.8433316693261349,0.868360992470728,1.7241137921824463,1.4781190284535384,55bf899fcb3d682aac6d21cfe805ce82
2026-6-11,卡塔爾,薩爾瓦多,0,0,0:00,-0.5,-0.75,1:00,无进球,1.6355273095381824,1.614614309310069,0.8174387004608435,0.8058054787760883,1.611417991720672,1.545923597542986,0.7862072910342239,0.7763187661191073,bfd148931eb50ca626cdd7095e37c4f2
2026-6-11,愛爾蘭,卡塔爾,1,0,1:00,-0.75,-1.25,1:00,主队,1.7421201247949685,1.9433189231475847,0.8480929024257146,0.6527650950884084,1.6232218322706746,1.917838140015976,0.8455712461208981,0.6808569019328282,f581df2b8605d02231a6a8499aa530be
2026-6-11,卡塔爾,突尼西亞,0,3,0:03,0.25,0.25,1:01,客队,1.0637433950034754,1.0766377343614923,1.3301187827028933,1.4607012426294694,1.033771957150594,1.0602681637764846,1.335404857145675,1.3767928709646082,c64485d2ea111951a8847ef37a567232
2026-6-11,敘利亞,卡塔爾,1,1,1:01,0.25,0.25,0:01,客队,0.8636555885302035,0.8246506378655446,1.5025695370282202,1.1159446583286163,0.8433331289069036,0.7814154142329569,1.444277041726479,1.1048340330702695,f9867206505cea58e70caddb28b43662
2026-6-11,卡塔爾,巴勒斯坦,0,1,0:01,-0.5,-1.0,1:01,客队,0.0,0.0,0.0,0.0,1.7268269111616892,1.647545797240795,0.7575739302292848,0.7974399909337955,d6969b70a26e72447a2d51106d0d92c8
2026-6-11,巴拿馬,波斯尼亞,1,1,1:01,0.0,0.0,1:01,客队,1.1061000218368109,1.1431804103709111,1.2193063803803486,1.2468902718937978,0.9783577460414616,1.12972624565194,1.301808702444798,1.2448239456130803,419c689438e65e0d6d8410eec49258ca
2026-6-11,波斯尼亞,北馬其頓,0,0,0:00,-0.25,-0.75,1:00,无进球,1.6303923949913446,1.5357102964352984,0.8908040294862566,0.8452289214174585,1.6177036609392146,1.493555962844929,0.8272772012478503,0.7689853993345175,e51f2d23964dacaa928ecd5c7e21b0dd
2026-6-11,波斯尼亞,意大利,1,1,1:01,0.5,1.0,0:01,客队,0.7144304006388134,0.7501175699148077,1.688358061864114,1.890962833561357,0.7197584219415734,0.7136520133396709,1.6309985523385888,1.8420468745419631,15d43e9c96d6263a1d01d8357e5c0b70
2026-6-11,威爾斯,波斯尼亞,1,1,1:01,-0.5,-0.75,1:01,主队,1.506959566041293,1.7775396897567983,0.93126593902119,0.9005727554214952,1.4259639330600065,1.730287917622683,0.8960800360577448,0.8684760462905655,fb12fe1399253178adf7b1219d616267
2026-6-11,奧地利,波斯尼亞,1,1,1:01,-0.75,-1.5,1:01,客队,2.098678322796619,2.361078856482919,0.600507676380624,0.7646687377311978,2.053004069932118,2.2969392992145097,0.5953829624901229,0.754814662954589,5f5b45677aacc3d22ab2d7fd96901c6a
2026-6-11,加拿大,愛爾蘭,1,1,1:01,-0.25,-0.75,1:00,主队,1.8072201588308665,1.5370630284344484,0.725580426990189,0.8280201052770475,1.7700064444241226,1.5250127312555977,0.6798502604529543,0.827831040886662,75c35d0f8358d071c438d062b341fe81
2026-6-11,加拿大,烏茲別克,2,0,2:00,-0.5,-0.75,1:00,主队,1.796663210851662,1.6664442850460026,0.7666887301880698,0.7417625723917556,1.7329833164910444,1.6604213993039991,0.7237647745481269,0.7255909967497902,8fb50f4e99bd74775bf67d6cd6622d87
2026-6-11,加拿大,突尼西亞,0,0,0:00,-0.5,-0.75,1:01,无进球,1.6322521893303858,1.752809387592977,0.9417703489824516,0.8800182141699272,1.727373992750049,1.741315424419699,0.8329059551839643,0.8322598414632533,2e3c8da3a57c423ff8a9ab2a56cc9cce
2026-6-11,加拿大,冰島,2,2,2:02,-0.5,-1.25,1:00,客队,1.869675263728597,1.9661135625472468,0.808416932370072,0.7773592857972472,1.860286293887642,1.895535949,0.7877203020721011,0.7410735803057118,1a738dc1af27e6d31597ba6b074fc0bd
2026-6-11,加拿大,厄瓜多爾,0,0,0:00,0.0,-0.25,1:01,无进球,1.3212266361060332,0.9357791838889832,1.3080898454249397,1.1763385598049672,1.1478871777950712,0.9311718704515792,1.1345521409384038,1.146031789488782,2fd8afde4f1aff47cf036ede4503e521
2026-6-11,玻利維亞,蘇格蘭,0,4,0:04,0.5,1.0,0:01,客队,0.8184596499107224,0.9331898897218144,2.20108452614852,1.9931978195283195,0.7329523221317921,0.850203612088009,2.030739339677531,1.9572472019247984,607125a74376e0ab8a373031436e5953
2026-6-11,蘇格蘭,庫拉索,4,1,4:01,-0.75,-1.5,2:00,主队,2.490564499384821,2.2633640494900407,0.5104618802392586,0.5711961141123538,2.4718044109713966,2.198765299828718,0.4885538936426158,0.6200692918413848,e973420df54c47e70e823738b0ef5a9f
2026-6-11,蘇格蘭,科特迪瓦,0,1,0:01,0.0,0.25,2:01,客队,1.0517754511800654,1.1149062496369355,1.3540283635547563,1.292730174356088,1.015654896572306,1.0683512635740873,1.3112220911654129,1.302352545045922,a1c98da8758159b6337ed7476e12b6d4
2026-6-11,蘇格蘭,日本,0,1,0:01,0.0,0.25,1:02,客队,1.0971837316879882,1.0781657561050275,1.4317053707908929,1.238088358246049,1.1013950717145562,1.0702423389604432,1.3992429576890202,1.201510551287463,14268c364912f00efcab86449e650f4d
